,Acc,Round
0,0.6786666666666666,0
1,0.808,1
2,0.5823333333333334,2
3,0.8328333333333333,3
4,0.8296666666666667,4
5,0.775,5
6,0.8293333333333334,6
7,0.7876666666666666,7
8,0.8363333333333334,8
9,0.7755,9
10,0.7975,10
11,0.6106666666666667,0
12,0.826,1
13,0.7291666666666666,2
14,0.7816666666666666,3
15,0.8105,4
16,0.8465,5
17,0.8316666666666667,6
18,0.7993333333333333,7
19,0.8538333333333333,8
20,0.8096666666666666,9
21,0.8316666666666667,10
22,0.6035,0
23,0.7768333333333334,1
24,0.8398333333333333,2
25,0.8478333333333333,3
26,0.8383333333333334,4
27,0.7773333333333333,5
28,0.7786666666666666,6
29,0.8006666666666666,7
30,0.8096666666666666,8
31,0.7936666666666666,9
32,0.8368333333333333,10
33,0.5696666666666667,0
34,0.7221666666666666,1
35,0.7783333333333333,2
36,0.8416666666666667,3
37,0.8226666666666667,4
38,0.788,5
39,0.819,6
40,0.809,7
41,0.8526666666666667,8
42,0.8335,9
43,0.6955,10
44,0.5038333333333334,0
45,0.743,1
46,0.792,2
47,0.769,3
48,0.7111666666666666,4
49,0.6831666666666667,5
50,0.7331666666666666,6
51,0.727,7
52,0.7366666666666667,8
53,0.717,9
54,0.802,10
55,0.5285,0
56,0.8313333333333334,1
57,0.7831666666666667,2
58,0.7868333333333334,3
59,0.8368333333333333,4
60,0.795,5
61,0.7963333333333333,6
62,0.8365,7
63,0.7711666666666667,8
64,0.7925,9
65,0.7568333333333334,10
66,0.6333333333333333,0
67,0.777,1
68,0.8048333333333333,2
69,0.7905,3
70,0.8148333333333333,4
71,0.7938333333333333,5
72,0.798,6
73,0.8091666666666667,7
74,0.819,8
75,0.8483333333333334,9
76,0.84,10
77,0.417,0
78,0.8091666666666667,1
79,0.7908333333333334,2
80,0.8016666666666666,3
81,0.7621666666666667,4
82,0.8088333333333333,5
83,0.7421666666666666,6
84,0.7316666666666667,7
85,0.7586666666666667,8
86,0.7161666666666666,9
87,0.667,10
88,0.602,0
89,0.735,1
90,0.774,2
91,0.7875,3
92,0.7831666666666667,4
93,0.781,5
94,0.7441666666666666,6
95,0.7613333333333333,7
96,0.7555,8
97,0.8096666666666666,9
98,0.8341666666666666,10
99,0.5593333333333333,0
100,0.829,1
101,0.7205,2
102,0.7853333333333333,3
103,0.811,4
104,0.8241666666666667,5
105,0.8121666666666667,6
106,0.7815,7
107,0.8236666666666667,8
108,0.8373333333333334,9
109,0.8093333333333333,10
