,Acc,Round
0,0.7351666666666666,0
1,0.7396666666666667,1
2,0.7755,2
3,0.6643333333333333,3
4,0.8091666666666667,4
5,0.8235,5
6,0.803,6
7,0.8381666666666666,7
8,0.8503333333333334,8
9,0.836,9
10,0.8376666666666667,10
11,0.8661666666666666,11
12,0.8016666666666666,12
13,0.796,13
14,0.8423333333333334,14
15,0.843,15
16,0.8413333333333334,16
17,0.8206666666666667,17
18,0.8333333333333334,18
19,0.8538333333333333,19
20,0.8053333333333333,20
21,0.6071666666666666,0
22,0.7608333333333334,1
23,0.794,2
24,0.8446666666666667,3
25,0.6728333333333333,4
26,0.8423333333333334,5
27,0.8415,6
28,0.8288333333333333,7
29,0.8728333333333333,8
30,0.803,9
31,0.7541666666666667,10
32,0.8006666666666666,11
33,0.8366666666666667,12
34,0.7701666666666667,13
35,0.7451666666666666,14
36,0.7938333333333333,15
37,0.8511666666666666,16
38,0.8465,17
39,0.7436666666666667,18
40,0.8615,19
41,0.769,20
42,0.676,0
43,0.8486666666666667,1
44,0.8065,2
45,0.8466666666666667,3
46,0.803,4
47,0.8115,5
48,0.8528333333333333,6
49,0.8401666666666666,7
50,0.8305,8
51,0.8563333333333333,9
52,0.7991666666666667,10
53,0.7676666666666667,11
54,0.8183333333333334,12
55,0.8083333333333333,13
56,0.803,14
57,0.8286666666666667,15
58,0.8188333333333333,16
59,0.8415,17
60,0.859,18
61,0.812,19
62,0.8078333333333333,20
63,0.2781666666666667,0
64,0.791,1
65,0.8115,2
66,0.7611666666666667,3
67,0.6653333333333333,4
68,0.765,5
69,0.795,6
70,0.7651666666666667,7
71,0.7866666666666666,8
72,0.8281666666666667,9
73,0.822,10
74,0.8415,11
75,0.7461666666666666,12
76,0.7588333333333334,13
77,0.7231666666666666,14
78,0.7776666666666666,15
79,0.7828333333333334,16
80,0.7783333333333333,17
81,0.7121666666666666,18
82,0.727,19
83,0.7573333333333333,20
84,0.606,0
85,0.7836666666666666,1
86,0.7885,2
87,0.7006666666666667,3
88,0.7565,4
89,0.7646666666666667,5
90,0.72,6
91,0.7691666666666667,7
92,0.7801666666666667,8
93,0.758,9
94,0.788,10
95,0.7691666666666667,11
96,0.799,12
97,0.806,13
98,0.7731666666666667,14
99,0.722,15
100,0.7385,16
101,0.7715,17
102,0.7126666666666667,18
103,0.7383333333333333,19
104,0.7258333333333333,20
105,0.6053333333333333,0
106,0.8388333333333333,1
107,0.78,2
108,0.852,3
109,0.7975,4
110,0.7556666666666667,5
111,0.8436666666666667,6
112,0.8108333333333333,7
113,0.848,8
114,0.8281666666666667,9
115,0.8015,10
116,0.7585,11
117,0.7586666666666667,12
118,0.7261666666666666,13
119,0.7825,14
120,0.7788333333333334,15
121,0.8041666666666667,16
122,0.7776666666666666,17
123,0.7566666666666667,18
124,0.7975,19
125,0.8128333333333333,20
126,0.7423333333333333,0
127,0.8031666666666667,1
128,0.7826666666666666,2
129,0.8343333333333334,3
130,0.809,4
131,0.8008333333333333,5
132,0.8433333333333334,6
133,0.8431666666666666,7
134,0.8763333333333333,8
135,0.8203333333333334,9
136,0.808,10
137,0.7745,11
138,0.8343333333333334,12
139,0.8361666666666666,13
140,0.8196666666666667,14
141,0.8068333333333333,15
142,0.8715,16
143,0.8548333333333333,17
144,0.8693333333333333,18
145,0.8263333333333334,19
146,0.8583333333333333,20
147,0.562,0
148,0.7945,1
149,0.8516666666666667,2
150,0.8413333333333334,3
151,0.8315,4
152,0.8308333333333333,5
153,0.8166666666666667,6
154,0.7703333333333333,7
155,0.8475,8
156,0.808,9
157,0.8495,10
158,0.798,11
159,0.7338333333333333,12
160,0.7381666666666666,13
161,0.8256666666666667,14
162,0.7688333333333334,15
163,0.8488333333333333,16
164,0.7465,17
165,0.7963333333333333,18
166,0.82,19
167,0.8058333333333333,20
168,0.7196666666666667,0
169,0.7991666666666667,1
170,0.8038333333333333,2
171,0.8155,3
172,0.8638333333333333,4
173,0.8053333333333333,5
174,0.851,6
175,0.8163333333333334,7
176,0.7621666666666667,8
177,0.8275,9
178,0.8201666666666667,10
179,0.7833333333333333,11
180,0.8846666666666667,12
181,0.8258333333333333,13
182,0.8078333333333333,14
183,0.8718333333333333,15
184,0.825,16
185,0.8206666666666667,17
186,0.8185,18
187,0.842,19
188,0.8591666666666666,20
189,0.6281666666666667,0
190,0.8256666666666667,1
191,0.8525,2
192,0.837,3
193,0.8618333333333333,4
194,0.7795,5
195,0.825,6
196,0.8425,7
197,0.7561666666666667,8
198,0.8278333333333333,9
199,0.8161666666666667,10
200,0.7806666666666666,11
201,0.815,12
202,0.7901666666666667,13
203,0.8128333333333333,14
204,0.83,15
205,0.8481666666666666,16
206,0.8578333333333333,17
207,0.7831666666666667,18
208,0.831,19
209,0.8073333333333333,20
