,Acc,Round
0,0.6786666666666666,0
1,0.6801666666666667,1
2,0.7911666666666667,2
3,0.7805,3
4,0.8475,4
5,0.8105,5
6,0.7968333333333333,6
7,0.8246666666666667,7
8,0.8548333333333333,8
9,0.806,9
10,0.8115,10
11,0.6106666666666667,0
12,0.8438333333333333,1
13,0.7718333333333334,2
14,0.7313333333333333,3
15,0.8071666666666667,4
16,0.779,5
17,0.8263333333333334,6
18,0.8736666666666667,7
19,0.854,8
20,0.7908333333333334,9
21,0.8453333333333334,10
22,0.6035,0
23,0.7351666666666666,1
24,0.8013333333333333,2
25,0.8273333333333334,3
26,0.8245,4
27,0.8256666666666667,5
28,0.8408333333333333,6
29,0.8183333333333334,7
30,0.8701666666666666,8
31,0.8576666666666667,9
32,0.8573333333333333,10
33,0.5696666666666667,0
34,0.8355,1
35,0.725,2
36,0.79,3
37,0.759,4
38,0.7785,5
39,0.8061666666666667,6
40,0.822,7
41,0.803,8
42,0.8326666666666667,9
43,0.8098333333333333,10
44,0.5038333333333334,0
45,0.7961666666666667,1
46,0.7565,2
47,0.766,3
48,0.7315,4
49,0.7506666666666667,5
50,0.678,6
51,0.7871666666666667,7
52,0.7901666666666667,8
53,0.7791666666666667,9
54,0.8331666666666667,10
55,0.5285,0
56,0.827,1
57,0.8296666666666667,2
58,0.8365,3
59,0.7928333333333333,4
60,0.7888333333333334,5
61,0.802,6
62,0.8356666666666667,7
63,0.748,8
64,0.8368333333333333,9
65,0.7605,10
66,0.6333333333333333,0
67,0.8246666666666667,1
68,0.8201666666666667,2
69,0.8121666666666667,3
70,0.7888333333333334,4
71,0.841,5
72,0.8331666666666667,6
73,0.8003333333333333,7
74,0.8065,8
75,0.8915,9
76,0.8088333333333333,10
77,0.417,0
78,0.8178333333333333,1
79,0.8336666666666667,2
80,0.7778333333333334,3
81,0.8401666666666666,4
82,0.8076666666666666,5
83,0.7978333333333333,6
84,0.736,7
85,0.7395,8
86,0.7126666666666667,9
87,0.7206666666666667,10
88,0.602,0
89,0.8535,1
90,0.718,2
91,0.7733333333333333,3
92,0.8101666666666667,4
93,0.833,5
94,0.7271666666666666,6
95,0.6826666666666666,7
96,0.8125,8
97,0.829,9
98,0.7655,10
99,0.5593333333333333,0
100,0.8138333333333333,1
101,0.784,2
102,0.8395,3
103,0.7685,4
104,0.8568333333333333,5
105,0.805,6
106,0.8115,7
107,0.7706666666666667,8
108,0.8703333333333333,9
109,0.8028333333333333,10
