,Acc,Round
0,0.5431666666666667,0
1,0.8586666666666667,1
2,0.817,2
3,0.8791666666666667,3
4,0.8425,4
5,0.7951666666666667,5
6,0.5231666666666667,0
7,0.7248333333333333,1
8,0.798,2
9,0.7928333333333333,3
10,0.8205,4
11,0.7956666666666666,5
12,0.29983333333333334,0
13,0.7183333333333334,1
14,0.7833333333333333,2
15,0.8353333333333334,3
16,0.8171666666666667,4
17,0.8526666666666667,5
18,0.5493333333333333,0
19,0.7475,1
20,0.8165,2
21,0.8093333333333333,3
22,0.7983333333333333,4
23,0.8258333333333333,5
24,0.37383333333333335,0
25,0.706,1
26,0.7485,2
27,0.804,3
28,0.7933333333333333,4
29,0.8118333333333333,5
30,0.5901666666666666,0
31,0.806,1
32,0.691,2
33,0.8346666666666667,3
34,0.8541666666666666,4
35,0.8331666666666667,5
36,0.7811666666666667,0
37,0.8033333333333333,1
38,0.834,2
39,0.813,3
40,0.8461666666666666,4
41,0.8485,5
42,0.5741666666666667,0
43,0.8058333333333333,1
44,0.838,2
45,0.881,3
46,0.8241666666666667,4
47,0.7688333333333334,5
48,0.37033333333333335,0
49,0.7793333333333333,1
50,0.7976666666666666,2
51,0.826,3
52,0.7805,4
53,0.8328333333333333,5
54,0.693,0
55,0.7551666666666667,1
56,0.8243333333333334,2
57,0.7685,3
58,0.735,4
59,0.8708333333333333,5
