,L2,Round
0,0.09718253158075502,0
1,0.036514837167011066,1
2,0.02404644032943352,2
3,0.017568209223157664,3
4,0.020994555243259123,4
5,0.011750194089630368,5
6,0.010540925533894602,6
7,0.012932260743404825,7
8,0.010304684319711169,8
9,0.005832118435198043,9
10,0.009050721736809271,10
11,0.1885618083164127,0
12,0.057735026918962574,1
13,0.02182178902359924,2
14,0.019245008972987525,3
15,0.023764222941451703,4
16,0.023500388179260732,5
17,0.009428090415820638,6
18,0.006792356108113245,7
19,0.009609167675529232,8
20,0.009523809523809525,9
21,0.005020437123388049,10
22,0.13333333333333333,0
23,0.06110100926607786,1
24,0.06032790218723775,2
25,0.0376796110173626,3
26,0.02701902196988941,4
27,0.01506069246727018,5
28,0.014907119849998604,6
29,0.015929487067913646,7
30,0.015193428136569103,8
31,0.01844277783908294,9
32,0.01702513061517497,10
33,0.1632993161855452,0
34,0.04830458915396479,1
35,0.02608202654786505,2
36,0.019245008972987525,3
37,0.013886593015017702,4
38,0.012948083254310365,5
39,0.016329931618554526,6
40,0.012932260743404821,7
41,0.012711733987885474,8
42,0.008247860988423226,9
43,0.009050721736809271,10
44,0.15456030825826172,0
45,0.05033222956847166,1
46,0.04364357804719847,2
47,0.02357022603955158,3
48,0.020994555243259123,4
49,0.01601281538050872,5
50,0.022110831935702673,6
51,0.015929487067913646,7
52,0.012711733987885474,8
53,0.00890870806374748,9
54,0.009558627505994868,10
55,0.13944333775567927,0
56,0.027080128015453196,1
57,0.027969857439216025,2
58,0.024845199749997663,3
59,0.020994555243259123,4
60,0.011750194089630368,5
61,0.010540925533894602,6
62,0.011517000122030129,7
63,0.008039606482378668,8
64,0.008247860988423226,9
65,0.009050721736809271,10
66,0.11785113019775792,0
67,0.05416025603090639,1
68,0.03450327796711771,2
69,0.019245008972987525,3
70,0.012309149097933278,4
71,0.012948083254310365,5
72,0.015634719199411437,6
73,0.013584712216226489,7
74,0.010956136839295439,8
75,0.008247860988423226,9
76,0.010040874246776098,10
77,0.14719601443879746,0
78,0.04618802153517005,1
79,0.0329914439536929,2
80,0.017568209223157664,3
81,0.022878286167487126,4
82,0.021529302081726508,5
83,0.02309401076758504,6
84,0.019802950859533486,7
85,0.01473057510854971,8
86,0.009523809523809525,9
87,0.009558627505994868,10
88,0.10801234497346433,0
89,0.027080128015453196,1
90,0.013041013273932527,2
91,0.020786985482077452,3
92,0.018924236358783028,4
93,0.029122606901539883,5
94,0.015634719199411437,6
95,0.008985442539129099,7
96,0.007126349477750843,8
97,0.005832118435198043,9
98,0.010941789036624275,10
99,0.2173067468400883,0
100,0.09556847457887634,1
101,0.07468755781599105,2
102,0.05443310539518173,3
103,0.038924947208076155,4
104,0.02589616650862073,5
105,0.014907119849998604,6
106,0.018909119139201874,7
107,0.01473057510854971,8
108,0.00890870806374748,9
109,0.013633976610309257,10
