,L2,Round
0,0.09718253158075502,0
1,0.06582805886043833,1
2,0.04809288065886704,2
3,0.026057865332352388,3
4,0.010497277621629563,4
5,0.012948083254310364,5
6,1.375960091183763e-16,6
7,0.006792356108113245,7
8,0.004804583837764616,8
9,0.00336717514850737,9
10,0.003969004039892508,10
11,0.0036514837167011083,11
12,5.0961484858657885e-17,12
13,0.003147830790259577,13
14,0.002944744932823476,14
15,0.002142747821777418,15
16,0.0026082026547865067,16
17,0.00246721872750075,17
18,1.7640513989535428e-16,18
19,0.0028163427765347617,19
20,0.003148852094820142,20
21,0.1885618083164127,0
22,0.06582805886043831,1
23,0.04364357804719847,2
24,0.03685138655950444,3
25,0.020994555243259123,4
26,0.010415433852097391,5
27,0.004714045207910319,6
28,0.008985442539129099,7
29,0.007126349477750845,8
30,0.00336717514850737,9
31,0.003969004039892508,10
32,0.007302967433402216,11
33,0.0037037037037037043,12
34,0.004668987588871245,13
35,0.004367762583137617,14
36,0.0037113480951260283,15
37,0.005216405309573013,16
38,0.004549326548811751,17
39,0.0025641025641025654,18
40,0.0033024546360308805,19
41,0.004553232606384008,20
42,0.13333333333333333,0
43,0.018257418583505537,1
44,0.016495721976846452,2
45,0.0,3
46,0.008298826628866156,4
47,0.008882311833686558,5
48,0.008164965809277263,6
49,0.006792356108113245,7
50,0.004804583837764616,8
51,3.276095455199435e-17,9
52,0.0073184818393928095,10
53,0.004618802153517007,11
54,0.0026189140043946213,12
55,0.004668987588871245,13
56,0.002944744932823476,14
57,0.002142747821777418,15
58,0.002608202654786507,16
59,0.003120812265889871,17
60,0.0018130943107347384,18
61,0.0028163427765347613,19
62,0.0021229556492448312,20
63,0.1632993161855452,0
64,0.030550504633038926,1
65,0.029738085706659038,2
66,0.007856742013183862,3
67,0.015302280209639517,4
68,0.011750194089630368,5
69,0.006666666666666669,6
70,0.006792356108113245,7
71,0.006077371254627642,8
72,0.00336717514850737,9
73,0.009050721736809271,10
74,0.004618802153517008,11
75,0.004536092116265145,12
76,0.004668987588871245,13
77,0.005429841364710798,14
78,0.002142747821777418,15
79,0.006281383789653774,16
80,0.006241624531779744,17
81,0.007252377242938954,18
82,0.004105489812342311,19
83,0.006079219822231835,20
84,0.15456030825826172,0
85,0.07438637868140464,1
86,0.047020042043170236,2
87,0.027216552697590865,3
88,0.020994555243259123,4
89,0.010415433852097393,5
90,0.009428090415820638,6
91,0.008985442539129099,7
92,0.013245323570650442,8
93,0.004761904761904762,9
94,0.005886984351185478,10
95,0.005416025603090641,11
96,0.005856069741052556,12
97,0.005804313182966716,13
98,0.004927500747264348,14
99,0.007422696190252057,15
100,0.002608202654786507,16
101,0.00246721872750075,17
102,0.005439282932204214,18
103,0.0028163427765347613,19
104,0.0035523842596556924,20
105,0.13944333775567927,0
106,0.018257418583505537,1
107,0.013041013273932527,2
108,0.013608276348795433,3
109,0.010497277621629563,4
110,0.008882311833686556,5
111,0.008164965809277263,6
112,0.006792356108113245,7
113,0.004804583837764616,8
114,0.009523809523809525,9
115,0.003969004039892508,10
116,0.007302967433402216,11
117,0.005856069741052556,12
118,0.004668987588871245,13
119,0.0037248404463846854,14
120,0.0037113480951260283,15
121,0.005593971487843208,16
122,0.005941849530753571,17
123,0.0018130943107347384,18
124,0.00536215689360688,19
125,0.004553232606384008,20
126,0.11785113019775792,0
127,0.027080128015453196,1
128,0.013041013273932527,2
129,0.015713484026367724,3
130,0.010497277621629561,4
131,0.008882311833686558,5
132,0.004714045207910319,6
133,0.006792356108113244,7
134,0.00885921485821235,8
135,0.00673435029701474,9
136,0.003969004039892508,10
137,0.007302967433402216,11
138,0.004536092116265145,12
139,0.005804313182966715,13
140,0.0037248404463846854,14
141,0.003030303030303031,15
142,0.002608202654786507,16
143,0.003120812265889872,17
144,0.0018130943107347384,18
145,0.0022265144614031156,19
146,0.0026853500892540755,20
147,0.14719601443879746,0
148,0.03915780041490243,1
149,0.016495721976846452,2
150,0.013608276348795433,3
151,0.015302280209639516,4
152,0.010415433852097393,5
153,0.010540925533894602,6
154,0.007964743533956825,7
155,0.008039606482378668,8
156,0.010101525445522107,9
157,0.010040874246776098,10
158,0.005416025603090641,11
159,0.005856069741052556,12
160,0.003147830790259577,13
161,0.005429841364710799,14
162,0.0037113480951260283,15
163,0.002608202654786507,16
164,0.003120812265889871,17
165,0.004441155916843277,18
166,0.0033024546360308805,19
167,0.0035523842596556924,20
168,0.10801234497346433,0
169,0.018257418583505537,1
170,0.019342948582466574,2
171,0.0,3
172,0.008298826628866156,4
173,0.007022084070579058,5
174,1.375960091183763e-16,6
175,0.0053698289951486875,7
176,0.004804583837764616,8
177,0.00336717514850737,9
178,0.003969004039892508,10
179,0.0054160256030906405,11
180,0.0026189140043946213,12
181,0.003147830790259577,13
182,0.002944744932823476,14
183,0.00479132978813391,15
184,0.002608202654786507,16
185,0.00246721872750075,17
186,0.0018130943107347384,18
187,0.0022265144614031156,19
188,0.0021229556492448312,20
189,0.2173067468400883,0
190,0.0687992248018343,1
191,0.03595159254890833,2
192,0.022222222222222223,3
193,0.016597653257732308,4
194,0.01601281538050872,5
195,0.004714045207910319,6
196,0.011517000122030129,7
197,0.00607737125462764,8
198,0.004761904761904762,9
199,0.005886984351185478,10
200,0.007302967433402216,11
201,0.006928995160692486,12
202,0.004668987588871244,13
203,0.00709188492380265,14
204,0.003030303030303031,15
205,0.003299144395369293,16
206,0.0036594767588450303,17
207,0.0025641025641025654,18
208,0.005362156893606881,19
209,0.006713375223135189,20
