,L2,Round
0,0.17334935823359715,0
1,0.1295183384698862,1
2,0.1263592761401658,2
3,0.13534677683639162,3
4,0.1306522100846365,4
5,0.1336714462985852,5
6,0.13576690709161968,6
7,0.13448396744593757,7
8,0.1317287711010866,8
9,0.13306013678032952,9
10,0.13414867784885187,10
11,0.17334935823359715,0
12,0.09226321043622968,1
13,0.07771028817916512,2
14,0.07165455323983257,3
15,0.07437741592714821,4
16,0.06833333333333333,5
17,0.06572981183044195,6
18,0.06428087779425543,7
19,0.06245492201540738,8
20,0.06404295433535215,9
21,0.06159048976710662,10
22,0.17334935823359715,0
23,0.11958260743101398,1
24,0.11818065267490557,2
25,0.10892944964517172,3
26,0.11180339887498948,4
27,0.10726395273136058,5
28,0.10933472290472529,6
29,0.10670124764968777,7
30,0.10404770985430638,8
31,0.1005236290630218,9
32,0.10477445275644834,10
33,0.17334935823359715,0
34,0.11958260743101398,1
35,0.11602202855971408,2
36,0.10732543966832842,3
37,0.11470832576583097,4
38,0.12282553118595137,5
39,0.11991068104456512,6
40,0.11487765230888033,7
41,0.11406355170325222,8
42,0.10892887587779468,9
43,0.11067598453918992,10
44,0.17334935823359715,0
45,0.13299436078270385,1
46,0.11606990230986768,2
47,0.11820268609469077,3
48,0.11356055653262712,4
49,0.11141139977578597,5
50,0.11229970832462531,6
51,0.11276358011343911,7
52,0.11735774156898572,8
53,0.11662975606593713,9
54,0.11966378519670562,10
55,0.17334935823359715,0
56,0.12338962679253067,1
57,0.09899494936611665,2
58,0.0844282239538414,3
59,0.08182909018191513,4
60,0.08249579113843054,5
61,0.08576784041224073,6
62,0.0873391378478171,7
63,0.08734421758581969,8
64,0.08470242027238654,9
65,0.08314082447399038,10
66,0.17334935823359715,0
67,0.09797958971132711,1
68,0.099498743710662,2
69,0.09008676373363626,3
70,0.09430800602281866,4
71,0.09508767883730608,5
72,0.09230052954941288,6
73,0.08875,7
74,0.0867627672321358,8
75,0.08197255638321889,9
76,0.08173733379268736,10
77,0.17334935823359715,0
78,0.12449899597988733,1
79,0.11559027256266469,2
80,0.11627015954233486,3
81,0.11973303637676612,4
82,0.12077297342994878,5
83,0.1230563169563316,6
84,0.12445820081457068,7
85,0.12940509654702817,8
86,0.12842507543311005,9
87,0.12853593895602033,10
88,0.17334935823359715,0
89,0.10228636272739391,1
90,0.11040330107786131,2
91,0.09916841735149351,3
92,0.09242294087508793,4
93,0.08977595570208217,5
94,0.08682024592248525,6
95,0.08940340457723073,7
96,0.08685520802170602,8
97,0.08433860326090302,9
98,0.08474317057248736,10
99,0.17334935823359715,0
100,0.1105667219374799,1
101,0.09732534213770955,2
102,0.08488963423174824,3
103,0.08210968274204937,4
104,0.07463801533624359,5
105,0.0680336051416609,6
106,0.0647832925992497,7
107,0.07137105267889655,8
108,0.07282170006255004,9
109,0.0736672213683415,10
