,Acc,Round
0,0.5431666666666667,0
1,0.8101666666666667,1
2,0.7943333333333333,2
3,0.784,3
4,0.8636666666666667,4
5,0.7913333333333333,5
6,0.5231666666666667,0
7,0.7303333333333333,1
8,0.7928333333333333,2
9,0.7671666666666667,3
10,0.8408333333333333,4
11,0.8435,5
12,0.29983333333333334,0
13,0.4081666666666667,1
14,0.7901666666666667,2
15,0.832,3
16,0.8015,4
17,0.8541666666666666,5
18,0.5493333333333333,0
19,0.8243333333333334,1
20,0.8201666666666667,2
21,0.8126666666666666,3
22,0.7635,4
23,0.8253333333333334,5
24,0.37383333333333335,0
25,0.7243333333333334,1
26,0.746,2
27,0.7613333333333333,3
28,0.6996666666666667,4
29,0.7676666666666667,5
30,0.5901666666666666,0
31,0.7816666666666666,1
32,0.7775,2
33,0.7938333333333333,3
34,0.7643333333333333,4
35,0.8205,5
36,0.7811666666666667,0
37,0.8111666666666667,1
38,0.7956666666666666,2
39,0.8411666666666666,3
40,0.8766666666666667,4
41,0.8333333333333334,5
42,0.5741666666666667,0
43,0.8436666666666667,1
44,0.8591666666666666,2
45,0.7943333333333333,3
46,0.8158333333333333,4
47,0.7965,5
48,0.37033333333333335,0
49,0.7588333333333334,1
50,0.776,2
51,0.805,3
52,0.8488333333333333,4
53,0.84,5
54,0.693,0
55,0.8131666666666667,1
56,0.7808333333333334,2
57,0.7953333333333333,3
58,0.7983333333333333,4
59,0.8253333333333334,5
