,L2,Round
0,0.0,0
1,35.93863286849288,1
2,169.5606905569386,2
3,134.17681167119315,3
4,119.41374589109714,4
5,55.92540324379279,5
6,126.65246139594998,6
7,97.75706723192312,7
8,142.37548442245966,8
9,89.60081118082826,9
10,45.360457589807055,10
11,0.0,0
12,44.966612502219036,1
13,84.17274481193775,2
14,52.56639787459192,3
15,57.44474065154121,4
16,86.40570080220411,5
17,86.40570080220411,6
18,141.63807205120514,7
19,61.39160687487611,8
20,66.15072029457728,9
21,60.49301634082692,10
22,0.0,0
23,97.69469831366239,1
24,71.69702172179204,2
25,72.5636240326097,3
26,145.72284255529001,4
27,42.46858676428998,5
28,97.5535969645371,6
29,44.966612502219036,7
30,10.924538941164897,8
31,93.72373152493188,9
32,86.40570080220411,10
33,0.0,0
34,141.63807205120514,1
35,60.49301634082692,2
36,169.5606905569386,3
37,138.26158217527802,4
38,178.53747451212064,5
39,102.71334254043336,6
40,81.35461042044821,7
41,126.65246139594998,8
42,97.04549438749834,9
43,159.56491932488439,10
44,0.0,0
45,60.02765825460388,1
46,78.68668607258309,2
47,118.62880551072905,3
48,91.90841648874844,4
49,95.82752552351828,5
50,126.85842909776723,6
51,40.95727709526386,7
52,105.47608196154414,8
53,95.17414962886043,9
54,60.02765825460388,10
55,0.0,0
56,143.13992495222732,1
57,91.2592125625844,2
58,45.360457589807055,3
59,59.28781287628971,4
60,87.02245857338323,5
61,68.85109079742732,6
62,132.47088228032345,7
63,102.71334254043336,8
64,111.59914400151752,9
65,10.275335015000852,10
66,0.0,0
67,117.21436473255213,1
68,171.2190919386947,2
69,140.27169042387325,3
70,180.9638436344494,4
71,55.92540324379279,5
72,21.489484595150632,6
73,40.95727709526386,7
74,37.900973667255855,8
75,169.5606905569386,9
76,117.21436473255213,10
77,0.0,0
78,180.9638436344494,1
79,37.900973667255855,2
80,84.3019068036177,3
81,95.91102758294576,4
82,35.28942894232884,5
83,90.2500151069923,6
84,33.9676127444728,7
85,140.44275151775258,8
86,95.91102758294576,9
87,98.29134462196599,10
88,0.0,0
89,67.48268069161797,1
90,74.52418837391191,2
91,82.7905311844411,3
92,136.07428611726417,4
93,72.5636240326097,5
94,117.21436473255213,6
95,118.62880551072905,7
96,176.8790731303645,8
97,84.17274481193775,9
98,33.9676127444728,10
99,0.0,0
100,44.711253663643014,1
101,140.71708304070353,2
102,188.40852684111948,3
103,111.59914400151752,4
104,81.58982720887508,5
105,15.94318316793587,6
106,97.75706723192312,7
107,82.00381434661224,8
108,126.85842909776723,9
109,161.31448979655855,10
